shipment_id,origin,destination,route_type,material,quantity_tonnes,distance_km,freight_cost_inr,shipment_date,transporter
SHP08384,Mumbai,Pune,Short,FMCG,16.1,151.3,7806,2025-06-06,Om Sai Transport
SHP08385,Delhi,Jaipur,Short,FMCG,15.9,281.6,13923,2025-06-06,Western Carriers
SHP08386,Chennai,Bangalore,Short,Chemicals,14.0,351.2,14429,2025-06-06,Shivam Freight Co
SHP08387,Chennai,Bangalore,Short,Steel Coils,12.1,346.4,12467,2025-06-06,Om Sai Transport
SHP08388,Ahmedabad,Mumbai,Medium,Chemicals,16.8,530.0,23323,2025-06-06,Western Carriers
SHP08389,Ahmedabad,Mumbai,Medium,Chemicals,16.0,527.8,21629,2025-06-06,TCI Freight
SHP08390,Ahmedabad,Mumbai,Medium,Packaged Foods,16.5,526.8,22563,2025-06-06,VRL Logistics
SHP08391,Kolkata,Bhubaneswar,Medium,Steel Coils,13.1,439.9,15258,2025-06-06,TCI Freight
SHP08392,Kolkata,Bhubaneswar,Medium,Electronics,14.1,439.3,16345,2025-06-06,Shivam Freight Co
SHP08393,Kolkata,Bhubaneswar,Medium,Chemicals,23.1,443.8,27274,2025-06-06,VRL Logistics
SHP08394,Bangalore,Hyderabad,Medium,Packaged Foods,19.4,570.5,27408,2025-06-06,Om Sai Transport
SHP08395,Bangalore,Hyderabad,Medium,Electronics,21.7,569.7,30941,2025-06-06,Western Carriers
SHP08396,Mumbai,Delhi,Long,FMCG,13.9,1418.6,43209,2025-06-06,Shivam Freight Co
SHP08397,Mumbai,Delhi,Long,Electronics,19.2,1420.5,59011,2025-06-06,Om Sai Transport
SHP08398,Delhi,Kolkata,Long,Textiles,14.5,1512.3,46845,2025-06-06,TCI Freight
SHP08399,Delhi,Kolkata,Long,Steel Coils,22.6,1508.1,72458,2025-06-06,SafeExpress
SHP08400,Mumbai,Pune,Short,Packaged Foods,15.2,153.8,7354,2025-06-07,SafeExpress
SHP08401,Mumbai,Pune,Short,Chemicals,24.8,151.3,11906,2025-06-07,Western Carriers
SHP08402,Mumbai,Pune,Short,Packaged Foods,15.3,151.3,7339,2025-06-07,TCI Freight
SHP08403,Delhi,Jaipur,Short,Textiles,24.5,282.9,22107,2025-06-07,SafeExpress
SHP08404,Delhi,Jaipur,Short,Steel Coils,12.2,278.6,10922,2025-06-07,VRL Logistics
SHP08405,Chennai,Bangalore,Short,Packaged Foods,23.1,352.1,23514,2025-06-07,Western Carriers
SHP08406,Chennai,Bangalore,Short,Electronics,14.0,351.5,14396,2025-06-07,Shivam Freight Co
SHP08407,Chennai,Bangalore,Short,Packaged Foods,15.1,346.0,15210,2025-06-07,Om Sai Transport
SHP08408,Ahmedabad,Mumbai,Medium,Chemicals,14.1,532.9,19535,2025-06-07,Western Carriers
SHP08409,Ahmedabad,Mumbai,Medium,Packaged Foods,14.3,533.8,20024,2025-06-07,Shivam Freight Co
SHP08410,Kolkata,Bhubaneswar,Medium,Electronics,20.4,436.9,23219,2025-06-07,SafeExpress
SHP08411,Kolkata,Bhubaneswar,Medium,Automobile Parts,14.6,443.2,16794,2025-06-07,Shivam Freight Co
SHP08412,Bangalore,Hyderabad,Medium,Steel Coils,17.1,572.5,25008,2025-06-07,VRL Logistics
SHP08413,Bangalore,Hyderabad,Medium,Steel Coils,17.3,570.3,25183,2025-06-07,Shivam Freight Co
SHP08414,Mumbai,Delhi,Long,Chemicals,16.6,1417.7,52260,2025-06-07,Shivam Freight Co
SHP08415,Mumbai,Delhi,Long,Packaged Foods,11.4,1423.6,36162,2025-06-07,Shivam Freight Co
SHP08416,Mumbai,Delhi,Long,Electronics,22.4,1421.7,69833,2025-06-07,SafeExpress
SHP08417,Delhi,Kolkata,Long,FMCG,10.2,1506.6,32113,2025-06-07,Om Sai Transport
SHP08418,Delhi,Kolkata,Long,Textiles,12.3,1506.4,38638,2025-06-07,TCI Freight
SHP08419,Delhi,Kolkata,Long,FMCG,15.2,1509.8,47935,2025-06-07,SafeExpress
SHP08420,Mumbai,Pune,Short,Automobile Parts,24.0,152.0,11940,2025-06-08,VRL Logistics
SHP08421,Mumbai,Pune,Short,Steel Coils,15.4,153.7,7634,2025-06-08,VRL Logistics
SHP08422,Mumbai,Pune,Short,Chemicals,18.4,150.1,9064,2025-06-08,VRL Logistics
SHP08423,Delhi,Jaipur,Short,Automobile Parts,14.0,282.1,12298,2025-06-08,TCI Freight
SHP08424,Delhi,Jaipur,Short,Chemicals,16.0,277.3,13778,2025-06-08,SafeExpress
SHP08425,Chennai,Bangalore,Short,Automobile Parts,12.6,346.4,12481,2025-06-08,Western Carriers
SHP08426,Ahmedabad,Mumbai,Medium,Steel Coils,16.7,527.9,22699,2025-06-08,TCI Freight
SHP08427,Kolkata,Bhubaneswar,Medium,Textiles,14.3,443.8,16647,2025-06-08,Shivam Freight Co
SHP08428,Kolkata,Bhubaneswar,Medium,Electronics,14.7,441.5,16809,2025-06-08,Western Carriers
SHP08429,Kolkata,Bhubaneswar,Medium,Automobile Parts,21.5,439.1,24783,2025-06-08,TCI Freight
SHP08430,Bangalore,Hyderabad,Medium,Automobile Parts,11.0,566.8,15915,2025-06-08,Western Carriers
SHP08431,Bangalore,Hyderabad,Medium,FMCG,18.0,567.0,26319,2025-06-08,VRL Logistics
SHP08432,Bangalore,Hyderabad,Medium,Steel Coils,15.2,571.2,22472,2025-06-08,Om Sai Transport
SHP08433,Mumbai,Delhi,Long,Steel Coils,13.7,1421.3,42980,2025-06-08,VRL Logistics
SHP08434,Delhi,Kolkata,Long,Electronics,22.7,1510.9,72387,2025-06-08,Shivam Freight Co
SHP08435,Delhi,Kolkata,Long,Electronics,10.1,1506.6,31370,2025-06-08,SafeExpress
SHP08436,Delhi,Kolkata,Long,FMCG,21.8,1509.5,68225,2025-06-08,Om Sai Transport
SHP08437,Mumbai,Pune,Short,Chemicals,24.6,150.4,11840,2025-06-09,VRL Logistics
SHP08438,Mumbai,Pune,Short,Steel Coils,16.6,150.8,8042,2025-06-09,Western Carriers
SHP08439,Delhi,Jaipur,Short,Electronics,25.0,279.8,21611,2025-06-09,VRL Logistics
SHP08440,Delhi,Jaipur,Short,Chemicals,15.9,282.2,14174,2025-06-09,TCI Freight
SHP08441,Chennai,Bangalore,Short,Electronics,15.9,349.3,16128,2025-06-09,TCI Freight
SHP08442,Chennai,Bangalore,Short,Electronics,22.1,351.3,22307,2025-06-09,VRL Logistics
SHP08443,Chennai,Bangalore,Short,Packaged Foods,10.8,350.2,10838,2025-06-09,TCI Freight
SHP08444,Ahmedabad,Mumbai,Medium,FMCG,11.0,527.3,15102,2025-06-09,TCI Freight
SHP08445,Ahmedabad,Mumbai,Medium,Textiles,19.6,531.9,26604,2025-06-09,Om Sai Transport
SHP08446,Kolkata,Bhubaneswar,Medium,FMCG,10.3,443.9,12125,2025-06-09,SafeExpress
SHP08447,Bangalore,Hyderabad,Medium,Textiles,24.9,573.3,36075,2025-06-09,VRL Logistics
SHP08448,Mumbai,Delhi,Long,Textiles,24.1,1422.1,74643,2025-06-09,VRL Logistics
SHP08449,Mumbai,Delhi,Long,Automobile Parts,22.6,1420.5,70375,2025-06-09,TCI Freight
SHP08450,Mumbai,Delhi,Long,Automobile Parts,10.5,1416.7,32490,2025-06-09,Om Sai Transport
SHP08451,Delhi,Kolkata,Long,Textiles,13.6,1511.6,43045,2025-06-09,Shivam Freight Co
SHP08452,Delhi,Kolkata,Long,Textiles,13.5,1507.4,42816,2025-06-09,VRL Logistics
SHP08453,Delhi,Kolkata,Long,Textiles,12.6,1510.7,39373,2025-06-09,Western Carriers
SHP08454,Mumbai,Pune,Short,Packaged Foods,15.2,147.4,7201,2025-06-10,Shivam Freight Co
SHP08455,Mumbai,Pune,Short,Automobile Parts,24.9,152.1,12163,2025-06-10,VRL Logistics
SHP08456,Mumbai,Pune,Short,Textiles,15.0,152.2,7354,2025-06-10,TCI Freight
SHP08457,Delhi,Jaipur,Short,Steel Coils,17.4,277.6,14692,2025-06-10,Shivam Freight Co
SHP08458,Delhi,Jaipur,Short,Steel Coils,19.5,279.7,17045,2025-06-10,TCI Freight
SHP08459,Chennai,Bangalore,Short,Automobile Parts,10.0,353.7,10446,2025-06-10,SafeExpress
SHP08460,Ahmedabad,Mumbai,Medium,Packaged Foods,13.1,528.2,17884,2025-06-10,Om Sai Transport
SHP08461,Ahmedabad,Mumbai,Medium,Steel Coils,24.5,531.2,33705,2025-06-10,Om Sai Transport
SHP08462,Kolkata,Bhubaneswar,Medium,Chemicals,20.7,438.2,24342,2025-06-10,TCI Freight
SHP08463,Kolkata,Bhubaneswar,Medium,Textiles,17.4,441.3,20713,2025-06-10,Om Sai Transport
SHP08464,Bangalore,Hyderabad,Medium,Electronics,11.3,571.8,16273,2025-06-10,Om Sai Transport
SHP08465,Bangalore,Hyderabad,Medium,Steel Coils,22.8,573.6,32364,2025-06-10,Western Carriers
SHP08466,Bangalore,Hyderabad,Medium,Packaged Foods,15.7,567.6,22329,2025-06-10,VRL Logistics
SHP08467,Mumbai,Delhi,Long,Electronics,15.5,1418.5,48031,2025-06-10,Om Sai Transport
SHP08468,Mumbai,Delhi,Long,Electronics,24.9,1422.6,77255,2025-06-10,SafeExpress
SHP08469,Mumbai,Delhi,Long,Textiles,12.5,1417.2,38288,2025-06-10,Western Carriers
SHP08470,Delhi,Kolkata,Long,Packaged Foods,16.1,1506.4,51593,2025-06-10,Om Sai Transport
SHP08471,Mumbai,Pune,Short,Steel Coils,19.8,148.1,9481,2025-06-11,SafeExpress
SHP08472,Delhi,Jaipur,Short,Packaged Foods,14.0,277.3,12080,2025-06-11,VRL Logistics
SHP08473,Delhi,Jaipur,Short,Electronics,21.9,279.4,19310,2025-06-11,Om Sai Transport
SHP08474,Delhi,Jaipur,Short,Steel Coils,15.5,277.8,13338,2025-06-11,TCI Freight
SHP08475,Chennai,Bangalore,Short,Steel Coils,21.6,346.5,21747,2025-06-11,TCI Freight
SHP08476,Chennai,Bangalore,Short,Automobile Parts,16.6,350.5,16893,2025-06-11,TCI Freight
SHP08477,Chennai,Bangalore,Short,Textiles,10.7,350.5,10828,2025-06-11,SafeExpress
SHP08478,Ahmedabad,Mumbai,Medium,Packaged Foods,22.6,532.6,31894,2025-06-11,SafeExpress
SHP08479,Kolkata,Bhubaneswar,Medium,Chemicals,16.1,443.8,18959,2025-06-11,Western Carriers
SHP08480,Kolkata,Bhubaneswar,Medium,Textiles,14.6,438.3,17015,2025-06-11,Shivam Freight Co
SHP08481,Kolkata,Bhubaneswar,Medium,Automobile Parts,22.1,436.8,25327,2025-06-11,Western Carriers
SHP08482,Bangalore,Hyderabad,Medium,Electronics,17.7,572.3,26307,2025-06-11,Western Carriers
SHP08483,Bangalore,Hyderabad,Medium,Automobile Parts,16.0,566.3,23370,2025-06-11,TCI Freight
SHP08484,Mumbai,Delhi,Long,Textiles,12.0,1421.7,36736,2025-06-11,Om Sai Transport
SHP08485,Mumbai,Delhi,Long,Steel Coils,13.6,1416.3,41300,2025-06-11,Western Carriers
SHP08486,Mumbai,Delhi,Long,Automobile Parts,11.6,1416.5,35205,2025-06-11,TCI Freight
SHP08487,Delhi,Kolkata,Long,Textiles,13.7,1511.9,44201,2025-06-11,TCI Freight
SHP08488,Mumbai,Pune,Short,Electronics,11.4,152.4,5405,2025-06-12,Om Sai Transport
SHP08489,Mumbai,Pune,Short,Automobile Parts,24.6,152.7,11633,2025-06-12,Shivam Freight Co
SHP08490,Mumbai,Pune,Short,Automobile Parts,12.2,147.1,5558,2025-06-12,Western Carriers
SHP08491,Delhi,Jaipur,Short,Textiles,20.7,278.2,18048,2025-06-12,VRL Logistics
SHP08492,Chennai,Bangalore,Short,Steel Coils,18.9,348.1,18844,2025-06-12,Shivam Freight Co
SHP08493,Ahmedabad,Mumbai,Medium,Packaged Foods,20.5,527.1,27287,2025-06-12,Om Sai Transport
SHP08494,Ahmedabad,Mumbai,Medium,Chemicals,17.9,527.0,24249,2025-06-12,Western Carriers
SHP08495,Ahmedabad,Mumbai,Medium,Packaged Foods,14.0,531.4,18913,2025-06-12,Western Carriers
SHP08496,Kolkata,Bhubaneswar,Medium,Steel Coils,20.7,440.5,24048,2025-06-12,Om Sai Transport
SHP08497,Kolkata,Bhubaneswar,Medium,Automobile Parts,24.6,440.8,28497,2025-06-12,SafeExpress
SHP08498,Bangalore,Hyderabad,Medium,Electronics,20.4,573.2,29194,2025-06-12,SafeExpress
SHP08499,Bangalore,Hyderabad,Medium,Chemicals,14.3,572.4,20822,2025-06-12,TCI Freight
SHP08500,Mumbai,Delhi,Long,Textiles,15.4,1420.6,48020,2025-06-12,Shivam Freight Co
SHP08501,Mumbai,Delhi,Long,Chemicals,10.0,1420.4,31261,2025-06-12,Shivam Freight Co
SHP08502,Delhi,Kolkata,Long,Packaged Foods,11.9,1509.0,38424,2025-06-12,Western Carriers
SHP08503,Mumbai,Pune,Short,Automobile Parts,20.9,149.8,10109,2025-06-13,Western Carriers
SHP08504,Mumbai,Pune,Short,Chemicals,21.7,153.5,10757,2025-06-13,Om Sai Transport
SHP08505,Delhi,Jaipur,Short,FMCG,18.6,281.3,16333,2025-06-13,SafeExpress
SHP08506,Delhi,Jaipur,Short,Textiles,20.9,277.6,17828,2025-06-13,Om Sai Transport
SHP08507,Delhi,Jaipur,Short,Steel Coils,12.3,283.6,10750,2025-06-13,TCI Freight
SHP08508,Chennai,Bangalore,Short,Steel Coils,24.2,353.9,24907,2025-06-13,TCI Freight
SHP08509,Ahmedabad,Mumbai,Medium,Electronics,24.1,527.6,33122,2025-06-13,Om Sai Transport
SHP08510,Kolkata,Bhubaneswar,Medium,Packaged Foods,15.8,444.0,18384,2025-06-13,TCI Freight
SHP08511,Kolkata,Bhubaneswar,Medium,FMCG,14.4,442.9,16965,2025-06-13,Shivam Freight Co
SHP08512,Kolkata,Bhubaneswar,Medium,Textiles,20.3,443.0,23930,2025-06-13,Shivam Freight Co
SHP08513,Bangalore,Hyderabad,Medium,Textiles,12.8,573.4,18710,2025-06-13,VRL Logistics
SHP08514,Bangalore,Hyderabad,Medium,FMCG,20.1,569.1,28759,2025-06-13,Western Carriers
SHP08515,Mumbai,Delhi,Long,Textiles,23.6,1421.6,73521,2025-06-13,Shivam Freight Co
SHP08516,Mumbai,Delhi,Long,Chemicals,23.6,1418.2,73339,2025-06-13,Western Carriers
SHP08517,Mumbai,Delhi,Long,Packaged Foods,19.6,1417.5,60451,2025-06-13,VRL Logistics
SHP08518,Delhi,Kolkata,Long,FMCG,22.2,1510.4,73054,2025-06-13,Om Sai Transport
SHP08519,Delhi,Kolkata,Long,Chemicals,17.8,1507.7,57818,2025-06-13,VRL Logistics
SHP08520,Mumbai,Pune,Short,Textiles,22.1,151.9,10827,2025-06-14,Om Sai Transport
SHP08521,Delhi,Jaipur,Short,Textiles,14.0,281.1,12451,2025-06-14,TCI Freight
SHP08522,Delhi,Jaipur,Short,Textiles,17.6,278.8,15724,2025-06-14,SafeExpress
SHP08523,Delhi,Jaipur,Short,Steel Coils,12.7,277.0,11175,2025-06-14,Shivam Freight Co
SHP08524,Chennai,Bangalore,Short,Automobile Parts,23.1,350.5,22862,2025-06-14,TCI Freight
SHP08525,Ahmedabad,Mumbai,Medium,Automobile Parts,15.9,532.6,22223,2025-06-14,Western Carriers
SHP08526,Ahmedabad,Mumbai,Medium,Packaged Foods,15.3,531.0,21504,2025-06-14,VRL Logistics
SHP08527,Ahmedabad,Mumbai,Medium,Automobile Parts,21.1,530.4,29809,2025-06-14,VRL Logistics
SHP08528,Kolkata,Bhubaneswar,Medium,Steel Coils,18.6,442.2,21525,2025-06-14,SafeExpress
SHP08529,Kolkata,Bhubaneswar,Medium,Electronics,23.0,442.8,26649,2025-06-14,Om Sai Transport
SHP08530,Kolkata,Bhubaneswar,Medium,FMCG,12.0,438.7,13785,2025-06-14,Western Carriers
SHP08531,Bangalore,Hyderabad,Medium,Electronics,11.5,573.1,16676,2025-06-14,Shivam Freight Co
SHP08532,Bangalore,Hyderabad,Medium,Automobile Parts,23.1,573.1,33745,2025-06-14,Om Sai Transport
SHP08533,Mumbai,Delhi,Long,Electronics,19.9,1417.1,61533,2025-06-14,TCI Freight
SHP08534,Delhi,Kolkata,Long,Electronics,22.4,1513.5,71540,2025-06-14,VRL Logistics
SHP08535,Delhi,Kolkata,Long,Steel Coils,14.5,1510.5,44967,2025-06-14,SafeExpress
SHP08536,Delhi,Kolkata,Long,FMCG,12.6,1512.6,39431,2025-06-14,VRL Logistics
SHP08537,Mumbai,Pune,Short,Electronics,16.5,147.2,7746,2025-06-15,Western Carriers
SHP08538,Mumbai,Pune,Short,Textiles,24.7,147.8,11770,2025-06-15,Om Sai Transport
SHP08539,Mumbai,Pune,Short,FMCG,10.9,148.4,5220,2025-06-15,Om Sai Transport
SHP08540,Delhi,Jaipur,Short,FMCG,22.6,277.2,19437,2025-06-15,Shivam Freight Co
SHP08541,Delhi,Jaipur,Short,Automobile Parts,11.0,276.3,9546,2025-06-15,TCI Freight
SHP08542,Chennai,Bangalore,Short,Electronics,23.4,351.0,23618,2025-06-15,Shivam Freight Co
SHP08543,Ahmedabad,Mumbai,Medium,FMCG,15.5,527.3,21577,2025-06-15,SafeExpress
SHP08544,Kolkata,Bhubaneswar,Medium,Automobile Parts,18.2,438.3,20685,2025-06-15,Western Carriers
SHP08545,Kolkata,Bhubaneswar,Medium,Chemicals,15.7,441.0,18073,2025-06-15,SafeExpress
SHP08546,Bangalore,Hyderabad,Medium,Automobile Parts,24.7,566.3,36010,2025-06-15,TCI Freight
SHP08547,Mumbai,Delhi,Long,Textiles,21.0,1421.9,63107,2025-06-15,VRL Logistics
SHP08548,Delhi,Kolkata,Long,Steel Coils,19.1,1509.0,60785,2025-06-15,Shivam Freight Co
SHP08549,Mumbai,Pune,Short,Packaged Foods,20.7,149.9,9768,2025-06-16,VRL Logistics
SHP08550,Mumbai,Pune,Short,FMCG,11.0,148.0,5033,2025-06-16,Western Carriers
SHP08551,Mumbai,Pune,Short,Packaged Foods,12.5,146.5,5685,2025-06-16,Western Carriers
SHP08552,Delhi,Jaipur,Short,Chemicals,12.6,283.3,11146,2025-06-16,TCI Freight
SHP08553,Delhi,Jaipur,Short,Packaged Foods,20.7,277.7,18159,2025-06-16,VRL Logistics
SHP08554,Chennai,Bangalore,Short,Electronics,10.6,346.5,10649,2025-06-16,Om Sai Transport
SHP08555,Ahmedabad,Mumbai,Medium,Electronics,10.1,529.0,13484,2025-06-16,TCI Freight
SHP08556,Ahmedabad,Mumbai,Medium,Automobile Parts,18.2,530.1,24313,2025-06-16,Shivam Freight Co
SHP08557,Kolkata,Bhubaneswar,Medium,Packaged Foods,15.4,443.7,18082,2025-06-16,VRL Logistics
SHP08558,Kolkata,Bhubaneswar,Medium,Automobile Parts,15.2,440.2,17682,2025-06-16,Shivam Freight Co
SHP08559,Bangalore,Hyderabad,Medium,Packaged Foods,12.0,568.1,17365,2025-06-16,Western Carriers
SHP08560,Mumbai,Delhi,Long,Textiles,18.1,1422.2,54573,2025-06-16,Shivam Freight Co
SHP08561,Mumbai,Delhi,Long,FMCG,23.6,1416.9,71578,2025-06-16,Western Carriers
SHP08562,Delhi,Kolkata,Long,Textiles,21.3,1508.0,68258,2025-06-16,Shivam Freight Co
SHP08563,Mumbai,Pune,Short,Electronics,16.3,151.2,7660,2025-06-17,VRL Logistics
SHP08564,Delhi,Jaipur,Short,FMCG,14.8,277.5,12951,2025-06-17,Western Carriers
SHP08565,Delhi,Jaipur,Short,Steel Coils,13.0,276.3,11560,2025-06-17,Om Sai Transport
SHP08566,Chennai,Bangalore,Short,Textiles,10.5,348.6,10518,2025-06-17,VRL Logistics
SHP08567,Ahmedabad,Mumbai,Medium,Automobile Parts,23.9,527.4,33171,2025-06-17,Western Carriers
SHP08568,Ahmedabad,Mumbai,Medium,Chemicals,21.1,532.3,29450,2025-06-17,Om Sai Transport
SHP08569,Ahmedabad,Mumbai,Medium,Automobile Parts,24.2,528.5,33923,2025-06-17,Shivam Freight Co
SHP08570,Kolkata,Bhubaneswar,Medium,Chemicals,18.7,443.4,21741,2025-06-17,Om Sai Transport
SHP08571,Bangalore,Hyderabad,Medium,Textiles,24.2,573.9,35928,2025-06-17,Shivam Freight Co
SHP08572,Bangalore,Hyderabad,Medium,Packaged Foods,18.9,566.2,27665,2025-06-17,Om Sai Transport
SHP08573,Bangalore,Hyderabad,Medium,Electronics,22.9,572.7,33670,2025-06-17,Shivam Freight Co
SHP08574,Mumbai,Delhi,Long,Steel Coils,20.5,1417.1,64868,2025-06-17,TCI Freight
SHP08575,Mumbai,Delhi,Long,Packaged Foods,22.9,1420.2,71570,2025-06-17,VRL Logistics
SHP08576,Mumbai,Delhi,Long,Steel Coils,23.0,1421.7,71852,2025-06-17,VRL Logistics
SHP08577,Delhi,Kolkata,Long,Automobile Parts,15.0,1508.4,46891,2025-06-17,SafeExpress
SHP08578,Mumbai,Pune,Short,Electronics,18.0,149.8,8551,2025-06-18,TCI Freight
SHP08579,Delhi,Jaipur,Short,Packaged Foods,18.2,283.2,16518,2025-06-18,VRL Logistics
SHP08580,Delhi,Jaipur,Short,Electronics,21.5,276.6,18882,2025-06-18,Om Sai Transport
SHP08581,Chennai,Bangalore,Short,Automobile Parts,14.1,347.2,14170,2025-06-18,SafeExpress
SHP08582,Chennai,Bangalore,Short,Automobile Parts,19.3,349.8,19669,2025-06-18,SafeExpress
SHP08583,Ahmedabad,Mumbai,Medium,Steel Coils,10.0,526.1,13720,2025-06-18,VRL Logistics
SHP08584,Kolkata,Bhubaneswar,Medium,Electronics,13.3,440.9,15743,2025-06-18,Western Carriers
SHP08585,Kolkata,Bhubaneswar,Medium,Packaged Foods,13.3,442.9,15997,2025-06-18,VRL Logistics
SHP08586,Kolkata,Bhubaneswar,Medium,Electronics,12.7,439.6,15080,2025-06-18,Om Sai Transport
SHP08587,Bangalore,Hyderabad,Medium,Packaged Foods,20.7,566.7,30300,2025-06-18,Shivam Freight Co
SHP08588,Bangalore,Hyderabad,Medium,FMCG,24.6,569.6,35662,2025-06-18,VRL Logistics
SHP08589,Mumbai,Delhi,Long,Packaged Foods,19.7,1417.1,61884,2025-06-18,Western Carriers
SHP08590,Mumbai,Delhi,Long,Automobile Parts,23.0,1420.5,72590,2025-06-18,Shivam Freight Co
SHP08591,Mumbai,Delhi,Long,Textiles,22.8,1423.8,70138,2025-06-18,Shivam Freight Co
SHP08592,Delhi,Kolkata,Long,Electronics,18.5,1506.2,59742,2025-06-18,SafeExpress
SHP08593,Delhi,Kolkata,Long,Packaged Foods,17.3,1509.1,56140,2025-06-18,TCI Freight
SHP08594,Delhi,Kolkata,Long,FMCG,23.3,1509.3,74381,2025-06-18,TCI Freight
SHP08595,Mumbai,Pune,Short,Automobile Parts,15.9,146.4,7408,2025-06-19,SafeExpress
SHP08596,Mumbai,Pune,Short,Chemicals,20.7,146.1,9610,2025-06-19,Western Carriers
SHP08597,Delhi,Jaipur,Short,Packaged Foods,23.8,278.7,20480,2025-06-19,TCI Freight
SHP08598,Chennai,Bangalore,Short,Electronics,12.8,351.0,12781,2025-06-19,TCI Freight
SHP08599,Chennai,Bangalore,Short,Textiles,22.4,352.1,22645,2025-06-19,SafeExpress
SHP08600,Ahmedabad,Mumbai,Medium,FMCG,18.8,532.4,26611,2025-06-19,Shivam Freight Co
SHP08601,Ahmedabad,Mumbai,Medium,Automobile Parts,13.9,532.8,19496,2025-06-19,Shivam Freight Co
SHP08602,Kolkata,Bhubaneswar,Medium,Chemicals,19.5,437.4,22799,2025-06-19,Shivam Freight Co
SHP08603,Kolkata,Bhubaneswar,Medium,Electronics,11.4,439.5,13062,2025-06-19,TCI Freight
SHP08604,Kolkata,Bhubaneswar,Medium,Chemicals,23.5,436.9,26922,2025-06-19,Om Sai Transport
SHP08605,Bangalore,Hyderabad,Medium,Packaged Foods,10.2,568.1,14532,2025-06-19,SafeExpress
SHP08606,Bangalore,Hyderabad,Medium,Packaged Foods,18.5,569.5,27080,2025-06-19,Shivam Freight Co
SHP08607,Bangalore,Hyderabad,Medium,Packaged Foods,16.5,572.1,23816,2025-06-19,Western Carriers
SHP08608,Mumbai,Delhi,Long,FMCG,22.4,1418.2,69986,2025-06-19,Om Sai Transport
SHP08609,Delhi,Kolkata,Long,Electronics,16.7,1508.7,54127,2025-06-19,Om Sai Transport
SHP08610,Mumbai,Pune,Short,Chemicals,20.7,148.6,9852,2025-06-20,SafeExpress
SHP08611,Mumbai,Pune,Short,Steel Coils,13.0,146.3,6153,2025-06-20,SafeExpress
SHP08612,Mumbai,Pune,Short,Textiles,18.3,150.0,8843,2025-06-20,SafeExpress
SHP08613,Delhi,Jaipur,Short,Packaged Foods,21.6,282.8,18981,2025-06-20,VRL Logistics
SHP08614,Delhi,Jaipur,Short,Automobile Parts,19.9,278.0,17530,2025-06-20,VRL Logistics
SHP08615,Chennai,Bangalore,Short,Automobile Parts,17.8,350.0,17779,2025-06-20,TCI Freight
SHP08616,Ahmedabad,Mumbai,Medium,Packaged Foods,17.4,526.2,23081,2025-06-20,Shivam Freight Co
SHP08617,Ahmedabad,Mumbai,Medium,Packaged Foods,19.5,526.0,26417,2025-06-20,TCI Freight
SHP08618,Ahmedabad,Mumbai,Medium,FMCG,13.6,527.2,18524,2025-06-20,SafeExpress
SHP08619,Kolkata,Bhubaneswar,Medium,Electronics,18.7,440.9,21346,2025-06-20,TCI Freight
SHP08620,Kolkata,Bhubaneswar,Medium,Automobile Parts,22.0,440.3,24903,2025-06-20,SafeExpress
SHP08621,Kolkata,Bhubaneswar,Medium,Textiles,10.3,436.7,11833,2025-06-20,VRL Logistics
SHP08622,Bangalore,Hyderabad,Medium,Electronics,13.4,566.4,19189,2025-06-20,Western Carriers
SHP08623,Bangalore,Hyderabad,Medium,Automobile Parts,23.3,571.6,33801,2025-06-20,Western Carriers
SHP08624,Bangalore,Hyderabad,Medium,Electronics,20.3,567.1,29451,2025-06-20,SafeExpress
SHP08625,Mumbai,Delhi,Long,FMCG,14.0,1416.1,42672,2025-06-20,Shivam Freight Co
SHP08626,Delhi,Kolkata,Long,Textiles,22.7,1506.2,71630,2025-06-20,SafeExpress
SHP08627,Delhi,Kolkata,Long,Packaged Foods,15.0,1508.8,46873,2025-06-20,Western Carriers
SHP08628,Mumbai,Pune,Short,Textiles,17.6,149.1,8330,2025-06-21,TCI Freight
SHP08629,Mumbai,Pune,Short,Chemicals,13.3,150.6,6318,2025-06-21,SafeExpress
SHP08630,Delhi,Jaipur,Short,Packaged Foods,19.1,277.5,16653,2025-06-21,Om Sai Transport
SHP08631,Delhi,Jaipur,Short,Packaged Foods,14.4,277.9,12717,2025-06-21,Western Carriers
SHP08632,Chennai,Bangalore,Short,Electronics,20.7,347.8,20659,2025-06-21,SafeExpress
SHP08633,Chennai,Bangalore,Short,Packaged Foods,15.7,353.2,16114,2025-06-21,TCI Freight
SHP08634,Ahmedabad,Mumbai,Medium,Electronics,16.6,530.1,23064,2025-06-21,SafeExpress
SHP08635,Kolkata,Bhubaneswar,Medium,Steel Coils,13.2,439.1,15433,2025-06-21,Western Carriers
SHP08636,Kolkata,Bhubaneswar,Medium,Steel Coils,20.7,438.0,23770,2025-06-21,VRL Logistics
SHP08637,Bangalore,Hyderabad,Medium,Steel Coils,18.1,571.1,26964,2025-06-21,Om Sai Transport
SHP08638,Mumbai,Delhi,Long,Steel Coils,11.2,1423.6,33935,2025-06-21,Shivam Freight Co
SHP08639,Mumbai,Delhi,Long,Packaged Foods,16.4,1422.0,50139,2025-06-21,TCI Freight
SHP08640,Mumbai,Delhi,Long,Automobile Parts,16.1,1423.5,48807,2025-06-21,SafeExpress
